0,53196,74021,49941,44307,68889,49978,20332,53825,37401,43066,15180,44471,40119,2165.1,45810,50702,45678,65349,1531.4,57665,60268,42420,19532,7392.8,20124,14801,18549,9270,63490,63254,33591,26711,61025,47368,2003.8,55833,67636,5681.3,41665,889.64,1766.1,22180,20736,12387,1116.8,8934.9,15299,21490,8880.6,41775,46733,6992,44531,9240,63186,7773.8,63872,39451,56969,47847,17962,49187,37588,60661,3201.9,9262.1,47151,51556,124.32,46512,35592,46895,61785,57245,61105,7896,20130,16022,47570,31012,37449,57568,6738.2,44758,20340,6813.8,9946.7,21305,51773,16675,42227,65150,21092,16470,13393,44861,39048,13373,71064,49225,62969,47444,48758,14974,5441.9,8432.2,63651,18345,58027,57799,13073,59759,54027,62925,10052,8415,45640,19327,18676,48412,8605.1,55928,3520.6,62719,43299,57027,16487,47081,64502,44757,2283.1,13910,43972,74815,17594,15806,46780,48284,38725,58184,41236,7584.9,44239,16378,52591,11217,40845,15459,50667,53330,329.2,52156,46955,43965,60800,10195,60259,25869,40844,20140,37052,51240,1166,43743,67505,17722,48422,9537.3,8491.2,7136.4,56868,61511,2642.9,21142,42586,46167,75368,54182,20839,42050,41941,18959,15206,6291.6,14231,41481,42394,38579,26532,20508,1063,45418,14015,42811,59343,16693,30870,42519,17071,67298,24450,12910,10090,17366,22370,45984,47956,7915.9,4961.4,62959,14975,9206.6,38921,7771.4,9770.8,4693.2,18416,14833,1270,5148.3,5919.7,59969,1860,14778,26862,49402,53380,67790,51003,26957,6721.9,5207.9,52263,13840,20995,8154.6,9150.1,18504,8016.3,64546,20381,8869.1,21098,44740,68670,53232,24345,44036,38897
49233,0,17462,2874.1,3904,18404,6508.7,29505,6549.3,13596,5588.7,37591,9102.8,8603.3,46142,7947.9,2544,6531.3,8114,55121,2523.1,5337.5,8897.2,35775,52202,33815,34846,33337,61181,8496.4,15758,17647,27056,7978.2,6738,58591,22382,19015,46340,9031.3,48324,57451,47537,31179,50429,56278,42531,38086,30678,40451,17691,6740.8,55819,7555.1,44576,7011.6,50088,15324,7402.3,5558.9,1266.5,31209,1359.4,16883,5537.1,54483,44359,3296.1,2556.2,47389,2266.3,17631,9193.5,7388.3,12976,7920.2,46142,63381,60331,7502.1,17963,9691,3383.3,56343,9925.6,33805,53110,43942,33254,2343.5,35774,11861,14714,33788,35696,37457,4358.2,9354.4,40579,14473,119.85,12751,2544.9,1989.8,34117,48600,39071,13065,33163,4461.8,10208,39407,6802.1,4396.9,6740.5,41059,44356,9875.5,32216,29890,5445,42501,1587.4,52128,15255,11597,887.49,63777,1489.4,18492,5566.7,51694,61173,3040.4,16585,33507,32193,7929.7,5564.1,11876,11423,10400,45127,10133,33573,281.76,43316,11099,38999,1257.2,1669.4,56218,5540.6,6076.7,10627,9132.7,62555,5011.7,27904,7856.6,34675,11555,1242.6,47500,4589.4,16961,37020,1981.1,41503,46438,52033,5100.5,14926,53432,33999,8230.9,5342.7,17381,4629.4,29783,8907.3,7227.1,32189,34692,42175,34775,12525,8712.5,9397.6,24103,29054,51713,8388.6,37873,6754,4409,31422,22842,12930,34277,14899,28214,60612,38991,32570,41484,2717.5,4482.2,46058,42460,14837,36884,43936,10907,41519,49211,58475,66331,33313,55754,48994,46934,7140,49450,36698,25781,2482.7,6374.3,11913,1944.6,27541,55335,54898,6801.3,40073,49731,46531,42551,30920,49429,7947.2,31950,59523,29683,4911.7,16026,1818.8,30001,6995,9438
67258,17516,0,20135,20282,1088.2,21148,50172,9812.3,31772,22105,52379,23756,24690,69611,22168,20448,22236,7460.5,68969,14133,10771,26792,53857,77791,45667,47422,44293,75602,7020.7,2280,36588,43757,6910.1,22971,66308,19239,1895,58036,24152,66443,62995,68738,43620,70724,74975,52953,53651,43747,58395,24941,24776,76978,23818,53684,8632.1,67792,292.41,26085,9975.3,18167,48327,18382,28691,9886.6,64461,60120,20316,17999,69551,17266,33988,25142,9175.6,4567,8571.7,62275,93778,83042,21808,31447,24501,13279,64095,24269,47759,68300,61075,45055,14676,52138,26574,5852.5,48562,51625,57181,20812,25458,52772,3665.9,14823,3224.1,18705,18299,52758,58170,61972,3071.9,44520,11672,5637.2,55758,9764.2,11601,8881.3,55364,56645,26494,53451,46306,21772,60639,17001,68044,1645,24229,16261,74633,18561,1397.3,23229,74090,73270,17676,2131.2,52882,48756,25053,23373,28482,4260.3,22952,62188,24422,50348,16464,56855,27802,54196,18732,16678,70011,11981,20817,26951,7989.8,81267,10567,43054,24197,46651,28788,17402,67903,19776,587.5,48641,14618,62240,54200,68014,11599,3297.5,61885,49074,24196,22364,1460.9,12538,42335,26052,25526,47393,51037,60155,57333,27618,26467,26242,40300,50449,72759,22843,49544,20684,12024,47839,40542,27067,49933,2224.2,42543,73835,58745,53638,58108,18648,21349,57232,58765,2237.7,53859,60203,28602,60414,64145,78249,87358,56390,71587,62225,59125,9386.8,64947,50495,41386,19484,9613,3577.4,18509,42906,66408,70273,9414.5,53248,67692,63137,53778,48644,56693,8985.5,42923,75676,43595,20490,1722.9,16052,40196,22527,25110
52923,2655.2,20041,0,1288.8,19639,3890.3,31047,8914.3,12127,3514.6,31911,5911.4,7447.4,44199,4433.3,103.65,4769.5,12175,50405,4988.2,8654,7380.3,29338,51762,30944,32109,29716,54337,10752,20740,13962,23179,10228,3658.3,49473,23715,21490,43073,5732.9,52397,52660,46910,24187,51752,52796,36519,32385,28285,43164,21036,4637.4,57959,5728.9,37517,9850.9,49903,17333,5551.1,8901.4,1403.1,30164,1097.7,11743,7746.2,44829,38771,1087.1,178.05,51799,458.92,13943,6205.6,8667,13519,9378.7,41806,69054,65623,4291.3,15238,8314.8,5796.1,47710,8216.7,29592,49247,36962,30734,5476.5,35971,9723.9,17830,31450,32465,36977,2324.7,6502,33313,15556,2333.9,15770,95.257,3139.3,33809,46030,37022,14209,29594,6619.2,13843,33874,8134.6,7997.8,9138.5,39509,43398,10034,30557,30584,3117.8,38128,3378.5,46662,18341,7914.4,2985,69979,1220.9,20019,2646.7,54182,59912,380.17,18428,32870,32237,5508.8,2860.3,8949.3,14167,6394.3,42160,7098.9,36101,2508.1,36982,9672.6,35266,1464.6,1395,48680,7499.9,4954.4,8035.3,11480,53818,6619.2,28132,6084.4,27715,11281,1570.8,51778,1708.6,18345,29478,4465.9,42662,37789,48042,7623.1,17689,42316,27789,5853.9,3168.4,21654,6211.6,25482,7600.7,4536.4,31493,34128,43831,37181,11264,6165.1,7420,21976,31789,53624,6626.1,39222,3821.1,7714.4,33836,17885,8862.6,28410,16557,22717,65743,37316,33830,41005,83.681,2215.8,44094,46126,17047,36010,40747,9106.9,42315,48931,48864,63346,31071,45533,46231,44319,9963.8,53544,35422,25576,106.81,8517.7,14359,505.62,22908,50146,48977,8781,36116,50886,38194,38530,32965,42995,10683,26295,54113,26918,2254.4,19762,3199.6,24804,3871.2,8584.5
44342,4175.7,18651,1336.1,0,21820,2345.3,29105,11014,11389,2413.3,29389,5234,5298.6,46799,3769.4,1281.3,3969,12648,42736,6056.6,8666.1,5370.4,27498,50582,26472,35145,29709,60481,12842,20202,15003,23178,12743,2596.8,53146,24634,21536,42607,4461.6,48774,50150,47176,23967,41774,53775,41869,31510,29482,37416,20217,3969.9,57498,4943,36968,12193,48232,20169,4165.2,9597.6,2416.5,31253,2577,10870,9874.7,46448,35725,504.11,1246.1,44455,1862.5,13934,5113.6,10543,14981,11097,44326,67173,57099,3356,13683,6635.5,6527.5,54918,7388.6,29427,53186,40341,25947,6134.5,32477,7462.5,18024,28331,29245,32718,884.5,4422.9,36701,18016,3497.7,16447,1354.5,3550.8,33292,42817,40956,18067,31314,7989.6,13599,34565,10475,8917.5,11474,33554,46016,9943.2,29789,25677,2070.8,40653,3979.9,45712,18959,7564.6,4474.6,61658,2436.4,19770,1233.9,47965,60047,913.96,20610,28970,30977,4191.7,1493.5,7308,14555,5999.4,40600,5609.9,31623,3486,35568,7704.6,30739,2533.1,2418.9,47761,9339.3,3669,6282.1,11759,55959,8927.5,23662,4300.1,28241,10909,2936.9,51151,1060.7,20322,28880,6087.8,35104,38755,50350,8566.7,19303,49225,30062,4500.2,1801.8,23121,7854.3,23937,7435.2,3943.8,27035,31338,44352,31877,10889,5263.3,6109.8,22385,30270,44669,6186.9,36690,2948.5,8201.8,28579,16348,7714.6,30330,18810,22435,64192,35034,30983,44854,1150.1,932.6,41019,44718,18115,37380,38153,8807.7,40835,53721,54876,62854,29372,53294,44885,41447,11121,49162,35530,21363,1367.3,10760,17468,1598.8,21389,53940,51296,9780.6,34197,47028,38674,39732,28042,46026,11605,28135,51637,26145,1364.6,21493,4251.5,23046,3325.7,6638.9
65015,17731,1036.5,18845,21643,0,21172,52158,10465,31858,23871,48966,26747,26362,62298,26311,19668,25864,8250.3,67738,13661,10836,25074,53826,80608,46262,53698,48593,81767,8112.1,1472.9,35635,45820,8008.8,25189,72552,18217,1109.4,58021,23492,69258,65312,66874,50217,65098,67713,63186,56245,44985,64484,27005,25052,79694,26305,64197,9172.5,71473,1273.3,26371,10796,16511,52626,18673,35184,11334,74573,62645,21716,18162,64746,17605,33364,27970,9759.1,5390.2,9052.4,68102,85654,82659,25208,37321,29995,12589,76860,25626,45773,71219,63604,53217,15476,54514,27682,6223.7,43405,55029,52383,23744,27860,51916,3790.7,17889,3937.5,21287,17786,58451,66678,55893,3751.6,49206,11885,5924.9,58817,10376,12745,10398,63031,57713,24500,50099,46462,20888,58956,18994,68693,922.64,26194,17300,77651,17423,437.03,20781,64821,85533,17921,1405.5,45230,49740,25626,21710,26939,5148.9,27352,62877,25282,54552,17023,60118,27832,56476,18464,17541,71365,11928,24003,26220,8259.9,72035,13544,42059,25069,47263,30061,19634,65437,21717,1681.1,49449,15768,57115,63411,71019,11178,3801.8,71717,49853,25866,23829,1259.7,13475,45928,28836,25603,45042,55186,66819,56838,30250,25218,26807,44875,45986,65534,22659,53832,22480,13037,51520,41572,29213,44793,3028.7,47951,81080,57522,45828,60564,21452,22697,59603,58768,1999.7,54702,56377,28210,58642,67718,72878,79970,56712,73701,57687,61387,9195,74440,51064,42785,20087,10987,4389,17882,42899,71903,66770,11264,51691,65525,56039,64083,53071,57349,9609.4,49962,78021,43991,19946,1109.5,18773,42845,24375,28346
47121,6360.9,20657,3918.1,2302,23238,0,26250,13747,8692.4,303.72,33089,3367.1,3348.7,43351,1091.6,3649.1,2788.7,13919,42182,7977.9,11485,3865.7,25214,47723,28937,31044,24811,50754,15737,24489,11498,17373,15105,423.41,51494,24362,23177,37523,2563.1,50198,49666,46462,25003,41413,44695,35913,28321,24153,37025,18920,3273.9,50153,2930.3,35060,12541,38772,22822,1894.9,12186,4861.2,27837,5211.6,9249.3,11579,46296,33617,2766.6,3537.6,47208,4120.4,10739,3007.2,11652,19469,13429,40103,64268,63921,712.83,10782,4109.5,9823.8,48203,4808.7,29073,46048,38880,26093,8536.5,31853,5447,22573,26358,29711,35991,1539,2800.4,33199,19831,5926.6,19039,3818.6,4787.6,29026,40696,36450,20432,25769,11044,15798,33876,12440,10224,12627,36664,43573,11036,24507,25905,1136.5,37345,6014.8,40261,22359,4477.8,6618.1,56806,4728.4,22693,1031.4,48916,57996,3376.8,24335,29946,26919,2224,799.25,5277.6,16789,3750.3,37457,3996.8,30089,6057.1,38606,6895.2,29238,4614.6,4703.3,47308,11884,2528,4621.9,14675,57489,11390,24315,2599,24222,9570.5,5610.4,51109,1956.3,20199,27020,8871.3,34708,36917,47623,11316,20116,46176,27005,2905.6,1356.3,24609,9583.7,26038,6349.7,1675.4,26078,30011,42071,31371,8088.5,3816.2,4442.3,17399,28406,48583,6525.7,31194,1092.7,10928,29125,15826,6096.2,25064,21392,19533,52906,37642,29488,37933,3314,1235.4,34272,40254,23249,29994,36793,6694.8,34301,49143,45999,60023,30957,47585,41524,39290,12721,45056,28479,19578,3738.8,12808,19483,4220.5,20142,52866,43303,11745,33711,40805,36938,38417,24222,41472,12591,24646,47165,23243,1470.6,20894,5564.4,21099,2824.4,6308.7
20475,32147,46011,29405,27470,52327,26883,0,36695,17336,25404,5336.9,20145,23599,17627,24219,27229,23009,38535,21322,33133,38829,23369,2591.8,23974,8642.8,5036.4,3165.9,28494,36635,45901,12089,5686.8,41526,22193,24838,37525,45771,16017,23687,21169,21776,25397,1597.6,21937,20477,11221,5687.7,1452.3,12810,24599,22387,26283,24575,12174,39030,17353,44674,25362,39274,32412,3643.4,32030,15824,34608,18832,12019,25917,27393,18772,28556,13709,24040,39968,38644,38450,16997,41139,36692,25283,13166,22297,33784,25290,18495,3989.7,23561,12199,1778.3,35431,4957.3,18851,40944,2467.7,3454.9,8583.2,23637,20448,6237.7,47895,31275,44590,29628,27664,7635.1,14328,10817,47925,1783.7,34071,42133,9032,36169,36485,40571,9235.7,16245,22956,2281.5,729.5,23496,12848,27764,18708,42924,20941,33052,33159,30801,45322,24144,23572,29177,28272,45690,3568.1,3109.2,21434,23097,17887,44073,20591,16160,21910,5672.5,31567,11542,19912,4608.2,30323,26961,19854,33254,25737,22216,41860,32362,33779,6579.7,22158,1485.5,19110,27182,20344,28633,45773,4209.6,30759,10816,12338,18001,36682,41973,16593,858.61,20819,27315,51168,34789,1068.1,21569,25830,684.38,5474.6,14983,6806.3,15579,21927,18975,6481.1,2838.3,22470,22865,7422.4,23308,38109,3645.6,9413.7,19020,2997.2,43907,4128.7,30870,10714,6248.4,19822,25734,23907,12698,17022,47979,7341.6,12291,19878,13746,25688,23331,41145,4749.8,20205,16585,14857,34733,20376,6169.4,4754.9,27184,37088,40464,26942,4947.5,25981,24147,39106,7987.4,23737,12855,11199,1716.9,15966,41957,1291.4,22347,904.58,24694,45789,30320,3542.8,22441,20494
52389,6720.4,9385.9,9020.7,11000,10394,11818,36148,0,21287,12783,45013,15783,14345,52391,13055,8460.6,14171,2383.8,54984,4780.7,795.39,16090,38665,69390,39101,45898,35526,69189,2444.5,11086,25888,33464,2156.5,11758,61224,20499,11476,48375,13221,60346,59196,55391,34944,59519,54774,52674,42756,38449,53014,22593,12980,64642,13883,51236,1037.9,54146,9684.3,15086,1344.6,7324.4,39352,8306.4,22259,2768.4,62559,48133,9508.5,8596.9,52781,8529.4,23877,14090,1063.8,5765.3,4464.3,55336,81079,74240,12354,26112,18306,3506.5,62555,15423,40973,57897,44890,41521,4212.5,45507,18502,10859,39014,40867,44591,10480,14912,43838,9354.2,6142.7,6852.2,8233,8232.5,45189,50077,49468,7397.3,35934,2010,4741.5,46671,1979.5,1542.9,286.76,42708,51302,15989,37382,36665,12821,51485,6697.6,51281,10398,18616,5559.5,70901,8583.9,10158,12057,66321,66942,9916.2,10968,38600,40679,14365,11774,16554,5923.1,14501,53122,15754,43404,6971.8,50632,18011,40659,7540.5,7257.9,57911,1351,12219,18170,1896.7,71161,4057.3,35348,13423,38766,17703,7290.8,64864,9822.1,8450.5,43978,4642.6,47954,46835,59097,1679.5,7992.4,52795,35253,15623,12349,10456,2246.1,38601,16032,13660,40238,43691,46793,41678,20862,16976,14991,32748,40046,56671,14198,42710,12743,2052.6,42841,27028,17212,37127,7124.6,36024,72318,49812,42095,46802,9428.4,11205,48542,55074,9568.6,40883,52058,19677,45597,56689,62388,70227,45165,53633,48780,57618,993.8,65426,45473,32684,8999.3,566.6,6206.9,8506.1,34335,59868,56224,2137.7,47348,52886,46409,45325,42234,53855,1340.8,37473,59816,37257,10531,10004,7533.4,32684,13749,15264
41118,13275,28386,12353,9684.3,33920,8138.1,16731,21968,0,7466,20769,6401,5812.3,36989,7401.5,12059,7334.7,24064,36002,16268,19988,4264.3,18301,41655,20051,20811,19866,43900,22983,31903,3773.4,10361,24557,7964.5,35614,24962,32461,32825,7540.7,37625,41023,33748,16113,32611,36606,26499,22890,16396,31452,16169,8227.7,40871,5546.4,28141,20910,34446,30308,6930.3,18701,13631,22274,12701,1412.3,21136,36821,30441,10895,10946,36505,11841,3154.1,6351.7,20777,25633,23034,35398,50955,47802,7335,3459.9,5981.8,17558,40554,3646.4,19216,38490,30063,16006,17966,20578,2555.3,29675,16769,17840,26172,9010.9,6347.2,25219,27494,14151,24957,10499,13766,22200,34610,30511,25389,19566,19238,26738,25933,19838,18059,20863,28062,33186,9131,19723,17027,8666.2,27663,13146,34914,28510,3779.5,15198,57473,11783,34245,9067.1,41128,48292,12380,29448,17759,22080,6541.8,8356.2,3317.9,27893,5730.6,34757,5214,24595,13454,26960,2270.5,19441,14492,12352,35957,19703,7609.9,4284.3,24075,51063,17499,12848,7175.2,19304,5489.1,14499,38971,10767,31220,20917,15308,28575,26875,38237,18618,28246,33748,16055,6171.3,9759.6,30021,17882,17187,5081.5,6600.8,18090,22329,32769,21990,713.42,6414.4,4053.2,11500,16432,39845,7235.9,22738,8344.2,20153,20406,7512.9,2538.7,16898,27350,13835,50426,27699,19947,35525,11398,9213.7,32308,30512,31021,22040,29813,6303,32486,40641,38096,50519,22738,38419,29266,33400,22992,38260,25629,12391,12025,21215,28374,13044,11277,43527,40454,19536,27142,38808,27625,30737,20239,34199,20120,15486,41156,17231,10168,28068,13093,13615,8279.4,5368.7
